order_detail_id,transaction_status,created_at,modified_at,payment_date,estimated_delivery_date,receive_date,comment, shippng_fee ,tax_rate,user_id,payment_method_id
68,Completed,4/26/2019 13:17:27,7/1/2021 13:57:48,3/19/2019 8:50:45,3/22/2019 8:50:45,3/24/2019 8:50:45,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.
Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.", $ 32.00 ,10%,4123,4780
69,Failed,11/9/2017 3:16:07,7/20/2018 1:49:37,3/18/2021 7:03:08,3/21/2021 7:03:08,3/23/2021 7:03:08,"Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.", $ 34.00 ,10%,6319,304
70,Failed,6/20/2021 10:17:11,5/19/2019 18:37:01,12/30/2018 8:19:12,1/2/2019 8:19:12,1/4/2019 8:19:12,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 40.00 ,10%,9591,3052
71,Ongoing,1/14/2020 20:17:25,11/9/2018 5:43:48,4/27/2017 3:27:23,4/30/2017 3:27:23,5/2/2017 3:27:23,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 50.00 ,10%,7249,1543
72,Ongoing,9/2/2022 10:59:37,12/25/2019 15:50:09,5/13/2017 7:32:09,5/16/2017 7:32:09,5/18/2017 7:32:09,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.
Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.", $ 17.00 ,10%,9912,1407
73,Ongoing,2/6/2022 10:58:19,3/10/2021 13:14:17,10/12/2020 15:25:59,10/15/2020 15:25:59,10/17/2020 15:25:59,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.", $ 12.00 ,10%,3318,5021
74,Failed,11/22/2018 23:02:30,2/10/2017 19:30:31,12/5/2021 10:57:41,12/8/2021 10:57:41,12/10/2021 10:57:41,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.", $ 34.00 ,7%,2192,1837
75,Ongoing,10/13/2018 13:25:42,11/19/2022 13:13:52,12/23/2017 5:12:45,12/26/2017 5:12:45,12/28/2017 5:12:45,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.", $ 36.00 ,10%,2498,3361
76,Ongoing,10/15/2021 17:26:36,4/6/2020 6:39:59,12/11/2017 19:28:48,12/14/2017 19:28:48,12/16/2017 19:28:48,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.
Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.", $ 24.00 ,10%,3107,6498
77,Ongoing,1/19/2017 7:50:53,4/4/2020 18:18:26,12/17/2019 22:55:19,12/20/2019 22:55:19,12/22/2019 22:55:19,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 48.00 ,10%,5664,4468
78,Completed,8/24/2022 20:37:23,2/25/2021 9:50:25,5/25/2021 12:08:04,5/28/2021 12:08:04,5/30/2021 12:08:04,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.", $ 22.00 ,7%,9893,1487
79,Failed,10/29/2019 0:18:32,2/6/2018 22:21:40,9/12/2020 1:55:40,9/15/2020 1:55:40,9/17/2020 1:55:40,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.", $ 15.00 ,7%,4582,6584
80,Failed,5/18/2017 6:07:08,9/1/2018 9:01:28,12/12/2019 18:13:47,12/15/2019 18:13:47,12/17/2019 18:13:47,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.", $ 41.00 ,15%,5285,1943
81,Failed,12/24/2022 18:42:02,10/29/2021 13:47:52,6/1/2019 17:24:19,6/4/2019 17:24:19,6/6/2019 17:24:19,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.", $ 39.00 ,7%,6394,6255
82,Completed,6/28/2018 16:13:38,3/2/2021 1:46:28,7/12/2021 4:16:12,7/15/2021 4:16:12,7/17/2021 4:16:12,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.", $ 11.00 ,15%,1793,1521
83,Completed,5/29/2022 14:55:59,1/21/2016 17:52:24,8/24/2019 10:46:46,8/27/2019 10:46:46,8/29/2019 10:46:46,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.", $ 10.00 ,10%,6488,2222
84,Ongoing,8/2/2016 16:25:36,9/16/2016 11:17:37,4/26/2019 3:06:25,4/29/2019 3:06:25,5/1/2019 3:06:25,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.", $ 43.00 ,7%,3233,6657
85,Ongoing,8/2/2022 11:38:36,1/31/2019 13:05:43,8/18/2017 15:40:12,8/21/2017 15:40:12,8/23/2017 15:40:12,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.", $ 42.00 ,15%,6557,6874
86,Failed,10/31/2016 6:02:03,7/31/2022 17:45:54,4/24/2019 14:28:48,4/27/2019 14:28:48,4/29/2019 14:28:48,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.", $ 46.00 ,10%,1050,4036
87,Completed,12/13/2018 10:59:59,7/5/2017 23:04:55,3/18/2022 15:11:12,3/21/2022 15:11:12,3/23/2022 15:11:12,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.", $ 23.00 ,10%,3657,1832
88,Completed,6/17/2018 6:37:42,4/7/2019 16:30:28,10/20/2019 13:41:31,10/23/2019 13:41:31,10/25/2019 13:41:31,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.", $ 50.00 ,10%,6008,4093
89,Failed,1/4/2019 21:57:39,1/6/2021 19:56:11,4/1/2017 4:05:11,4/4/2017 4:05:11,4/6/2017 4:05:11,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.", $ 45.00 ,10%,1548,461
90,Completed,3/18/2017 4:10:04,9/22/2016 17:18:24,6/12/2022 3:03:52,6/15/2022 3:03:52,6/17/2022 3:03:52,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.", $ 10.00 ,7%,6103,5505
91,Failed,1/2/2022 19:29:59,1/17/2017 23:58:43,5/2/2017 15:56:46,5/5/2017 15:56:46,5/7/2017 15:56:46,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.", $ 36.00 ,15%,3588,5505
92,Failed,4/26/2021 20:49:24,8/8/2019 21:59:11,9/8/2016 16:28:07,9/11/2016 16:28:07,9/13/2016 16:28:07,Fusce consequat. Nulla nisl. Nunc nisl., $ 37.00 ,7%,3261,3813
93,Failed,7/31/2018 21:22:16,11/13/2019 15:33:50,3/25/2019 2:24:07,3/28/2019 2:24:07,3/30/2019 2:24:07,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.", $ 50.00 ,15%,9712,2897
94,Completed,6/4/2017 21:54:15,9/9/2016 6:58:53,11/4/2020 21:16:43,11/7/2020 21:16:43,11/9/2020 21:16:43,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem., $ 20.00 ,7%,1146,764
95,Ongoing,9/14/2017 16:38:24,4/3/2018 9:22:38,5/7/2017 23:57:08,5/10/2017 23:57:08,5/12/2017 23:57:08,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem., $ 48.00 ,7%,9898,6697
96,Completed,7/11/2020 5:28:54,11/12/2016 12:49:29,12/13/2019 9:59:01,12/16/2019 9:59:01,12/18/2019 9:59:01,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.", $ 11.00 ,7%,6150,1475
97,Ongoing,11/13/2018 19:53:40,11/8/2019 21:10:56,3/31/2022 18:16:05,4/3/2022 18:16:05,4/5/2022 18:16:05,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.", $ 50.00 ,10%,5984,4520
98,Ongoing,10/29/2021 11:34:57,4/9/2022 9:14:25,4/20/2020 3:02:11,4/23/2020 3:02:11,4/25/2020 3:02:11,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.", $ 17.00 ,15%,2936,303
99,Ongoing,4/7/2017 10:49:13,11/16/2020 21:18:54,11/3/2022 8:37:59,11/6/2022 8:37:59,11/8/2022 8:37:59,"Fusce consequat. Nulla nisl. Nunc nisl.
Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.", $ 44.00 ,15%,9563,2069
100,Completed,2/26/2021 8:59:06,6/1/2020 5:09:18,4/13/2022 13:05:41,4/16/2022 13:05:41,4/18/2022 13:05:41,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.", $ 18.00 ,15%,4385,5645
101,Ongoing,7/3/2019 10:54:42,9/11/2018 13:04:15,11/25/2016 4:58:37,11/28/2016 4:58:37,11/30/2016 4:58:37,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.
Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Fusce consequat. Nulla nisl. Nunc nisl.", $ 24.00 ,10%,9112,3196
102,Ongoing,3/30/2017 17:02:29,8/3/2022 11:32:43,10/21/2022 23:51:32,10/24/2022 23:51:32,10/26/2022 23:51:32,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.", $ 16.00 ,7%,5872,5901
103,Completed,1/4/2021 12:57:38,7/18/2018 15:26:56,1/17/2019 20:57:21,1/20/2019 20:57:21,1/22/2019 20:57:21,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.", $ 50.00 ,10%,6698,2231
104,Completed,1/27/2020 4:56:40,8/7/2016 18:19:14,7/29/2020 11:40:17,8/1/2020 11:40:17,8/3/2020 11:40:17,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.", $ 13.00 ,7%,2957,2322
105,Completed,4/6/2017 20:59:25,5/15/2022 13:04:57,3/10/2020 3:45:51,3/13/2020 3:45:51,3/15/2020 3:45:51,"Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.", $ 40.00 ,15%,6961,4220
106,Completed,1/28/2018 18:41:31,11/19/2018 1:22:58,12/26/2019 12:37:29,12/29/2019 12:37:29,12/31/2019 12:37:29,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.", $ 39.00 ,7%,4966,3497
107,Completed,5/31/2017 8:46:45,7/1/2017 0:04:24,4/13/2021 9:27:46,4/16/2021 9:27:46,4/18/2021 9:27:46,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.", $ 49.00 ,10%,6182,741
108,Failed,11/26/2016 12:19:55,5/31/2020 5:47:41,4/1/2017 7:38:52,4/4/2017 7:38:52,4/6/2017 7:38:52,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.", $ 15.00 ,15%,9919,3076
109,Completed,12/19/2016 5:48:13,9/14/2019 3:23:05,9/28/2020 20:30:17,10/1/2020 20:30:17,10/3/2020 20:30:17,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.", $ 27.00 ,15%,810,462
110,Ongoing,1/13/2016 1:06:12,12/9/2021 5:27:08,3/28/2017 16:38:51,3/31/2017 16:38:51,4/2/2017 16:38:51,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Sed ante. Vivamus tortor. Duis mattis egestas metus.
Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.", $ 23.00 ,7%,6779,1040
111,Ongoing,8/31/2020 6:37:08,11/8/2016 4:42:09,11/22/2018 10:28:41,11/25/2018 10:28:41,11/27/2018 10:28:41,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.", $ 40.00 ,10%,5644,5894
112,Failed,6/5/2022 1:17:17,7/29/2019 15:51:42,1/3/2019 23:17:41,1/6/2019 23:17:41,1/8/2019 23:17:41,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 39.00 ,10%,2211,1114
113,Failed,8/9/2019 9:49:54,3/11/2018 11:03:54,5/12/2020 21:55:27,5/15/2020 21:55:27,5/17/2020 21:55:27,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio., $ 47.00 ,15%,6134,3311
114,Failed,1/13/2020 22:05:21,8/26/2020 9:50:29,1/2/2022 7:34:32,1/5/2022 7:34:32,1/7/2022 7:34:32,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus., $ 30.00 ,15%,1699,4836
115,Completed,4/21/2017 12:04:39,11/26/2016 9:37:19,3/22/2017 11:31:49,3/25/2017 11:31:49,3/27/2017 11:31:49,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.", $ 46.00 ,7%,4918,5684
116,Completed,11/2/2018 20:06:19,6/21/2017 8:19:17,7/3/2022 21:47:40,7/6/2022 21:47:40,7/8/2022 21:47:40,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.", $ 21.00 ,7%,7,1503
117,Ongoing,4/13/2019 2:05:30,8/14/2018 13:34:03,4/30/2021 9:08:25,5/3/2021 9:08:25,5/5/2021 9:08:25,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.", $ 34.00 ,15%,4383,369
118,Failed,9/26/2021 15:29:23,4/8/2016 20:26:53,9/3/2020 17:42:51,9/6/2020 17:42:51,9/8/2020 17:42:51,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.", $ 15.00 ,10%,7057,3711
119,Completed,4/24/2021 13:07:12,11/29/2016 5:42:18,2/18/2020 23:05:26,2/21/2020 23:05:26,2/23/2020 23:05:26,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.", $ 12.00 ,15%,7917,2993
